Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
MAMIII,MAMIII,Becky G,2/10/2022,USRC12200425,337,83.1,"911,797,058","80,109","53,928,265",74,"628,307,968","4,924,401","1,741,513","267,846,050","3,410,691,967","36,403,252",125,"165,243",430,59,"3,772,475",83,"112,920,660","34,289","190,971","3,561,445",,1
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83,"1,020,452,066","169,696","52,678,003",73,"385,820,349","4,710,732","796,783","391,999,548","3,320,885,451","3,540,186,470",75,"269,792","1,886",30,"897,931",42,"38,544,039","26,435","8,598,138","11,693,340",,0
exes,exes,Tate McRae,11/17/2023,USRC12302756,340,83,"323,100,055","27,272","33,467,589",,"33,501,338","405,965","319,6","56,188,128","730,969,180","1,646,779,233",67,"131,125",811,56,"1,010,439",57,"24,536,746","8,494",,"697,53",,1
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,QMRSZ1901446,341,82.7,"27,747,363","9,067","1,365,840",41,"136,028,794","1,352,520","23,206,073","803,136,063","11,797,196,743","11,609,501",12,"7,746",100,8,"90,628",10,,,,"348,103",,0
Stick Season,Stick Season,Noah Kahan,7/8/2022,USUM72212470,342,82.6,"965,865,213","113,676","169,323,128",86,"89,431,811","659,87","82,855","29,406,696","275,016,537","315,685,769",148,"319,24",577,85,"16,767,304",103,"18,405,146","38,276","8,435,767","3,365,903",,0
Need To Know,Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82.5,"1,178,076,856","164,743","42,269,625",71,"507,790,705","6,169,368","734,932","365,523,934","2,422,643,413","2,099,921,417",195,"439,065","1,451",38,"870,717",28,"90,615,307","51,3",,"5,746,726",,1
kompa pasi�,kompa pasi�,����������,4/12/2024,USUS12400227,345,82.5,"29,458,027","2,602","6,588,032",78,"8,529,869","225,779","439,2","8,820,761","87,680,200","154,517",9,132,,6,"73,462",,,,"365,682","2,085,595",,0
Qu�� Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,MXF012200200,343,82.5,"394,381,902","22,919","12,262,540",73,"805,683,907","2,076,505","998,663","48,461,089","847,830,213","14,566,260",24,"25,712","1,169",18,"2,340,656",15,"14,271,775","11,42",,"1,353,588",,0
Last Last,Last Last,Burna Boy,5/12/2022,USAT22204901,346,82.4,"410,722,289","130,203","16,877,163",68,"332,556,651","1,906,835","260,214","93,902,403","1,049,244,970","306,416,991",203,"214,958","2,031",30,"258,278",94,"15,787,293","18,736","16,995,425","4,840,000",,0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,SGB502314277,347,82.2,"8,034,198",756,"174,523",,"32,806,412","130,043","6,698,664","76,927,003","1,953,589,891",,,27,,,,,,,,,,0
500lbs,500lbs,Lil Tecca,7/21/2023,USUM72309854,349,82.1,"350,584,176","79,228","26,972,646",68,"32,342,535","452,857",638,"1,056,379","11,627,298","277,256,864",19,"1,239","1,452",5,"31,145",19,"2,538,334","6,256","18,379,949","776,386",,1
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,USUG12104409,348,82.1,"732,652,170","217,189","35,225,322",72,"247,680,355","2,184,804","264,3","95,344,150","711,702,658","379,789,269",67,"3,965",443,10,"74,228",26,"96,181,566","75,646","43,754,739","2,095,961",,1
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,82,"359,416,593","91,114","29,730,236",64,"116,400,996","2,127,918","4,530,098","885,538,360","10,488,403,602","74,794,888",40,"169,548","7,064",18,"137,293",52,"29,260,633","18,576","24,428","3,310,069",,1
������������,������������,YOASOBI,4/12/2023,JPP302300157,351,81.8,"356,559,943","47,785","12,078,942",69,"490,408,465","4,295,510","504,8","162,429,655","1,871,819,472","1,227,624,888",59,"1,883",,7,"44,834",12,"540,614",419,,"804,248",,0
L���AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401990,352,81.6,"84,575,291","5,186","51,449,432",85,"11,080,040","346,121",137,,,"3,541,236",95,271,1,19,"2,682,503",18,"183,562",231,"749,185","214,747",,0
Thinkin��� B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,"406,319,778","42,283","16,439,412",80,"84,066,193","368,256","117,408","7,626,726","99,492,470","606,650,627",50,"262,596",145,2,"2,456",19,"181,953,005","27,501","7,289,828","1,185,776",,0
Madonna,Madonna - Single,Natanael Cano,3/8/2024,QZ9QQ2400185,354,81.3,"272,838,329","7,265","54,631,978",85,"105,675,950","806,116",,"150,848","2,099,500","126,527,485",23,572,,10,"2,210,844",8,"1,544,866",966,,"572,478",,1
deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,"1,606,975,517","172,376","64,346,126",80,"638,102,695","7,847,239","1,210,842","534,102,475","3,758,269,019","2,265,662,637",206,"279,408",332,27,"76,887",49,"62,922,329","74,501",,"3,545,397",,1
6. A.M.,Motion is Emotion,Azul,10/7/2022,ES40B2200055,356,81.1,"1,186",5,30,,"1,231,300,374","3,158,558",,,,"248,653,921",,1,,,,,,,,,,0
CONTIGO (with Ti��,CONTIGO (with Ti��,KAROL G,2/15/2024,USUG12400966,357,81,"162,165,853","10,306","87,901,542",85,"93,106,341","1,394,962",,,,"1,916,097,608",66,"46,348",53,45,"4,652,694",69,"11,091,776","1,611",179,"775,583",,0
Sequ��ncia da,Sequ��ncia da,TRASHXRL,5/8/2023,SGB502370315,358,80.8,"148,630,357","22,962","19,586,200",33,"61,652,249","723,007","3,757,654","145,382,546","2,299,851,479","1,136,738",3,1,,,,5,"42,656",,"5,607,466","423,57",,1
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401993,359,80.8,"100,838,516","5,188","50,795,354",87,"6,390,843","134,606",253,,,"934,654",76,181,5,16,"4,083,154",39,"294,656",163,"1,075,841","124,583",,0
Doja,Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80.5,"676,519,766","192,241","57,503,569",74,"201,326,163","3,061,387","492,679","411,670,410","3,919,404,141","279,634,941",66,"58,802","2,699",31,"877,441",42,"1,285,099","3,136",,"2,415,167",,1
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,KRA401900005,361,80.4,"820,840,650","63,934","18,843,601",67,"2,920,436,498","40,314,889","1,738,066","182,304,244","1,616,215,054","269,811,977",67,"9,022",24,25,"237,406",24,"11,369,224","57,874",,"2,892,074",,0
Lan,Lan - Single,Zeynep Bast�,3/8/2024,TRAUR2400004,362,80.3,"81,246,715","4,073","6,852,706",72,"146,249,969","590,112",,,,"88,179,577",11,"5,899",,5,"1,585,206",,,,,"444,123",,0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,USUG12401967,363,80.2,"176,290,078","13,47","157,502,211",87,"6,018,651","140,562","61,889","45,660,069","263,955,300","17,447,092",99,"16,68",,65,"10,743,893",122,"572,09","1,327","479,188","485,935",,0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,USAT21802011,365,80.1,"1,668,741,024","174,052","42,966,784",76,"1,254,501,233","9,554,049","5,371,543","206,785,018","2,733,847,243","2,008,056,455",192,"368,635",784,106,"1,172,519",44,"189,191,184","253,101","44,121","13,479,680",,0
Hey Mor,Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,80.1,"986,132,265","97,956","68,983,561",76,"383,748,675","1,303,919","793,798","154,969,251","2,145,975,300","45,000,407",79,"65,798",79,41,"3,780,470",78,"27,759,302","3,605",,"1,428,200",,0
Ferrari,Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80.1,"626,010,147","185,422","78,359,363",74,"202,193,289","1,277,287","88,909","20,233,025","368,044,894","877,635,000",132,"253,244",332,76,"1,468,578",44,"2,598,595","2,953","6,916,408","6,257,313",,0
Falling,Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80,"1,606,023,895","225,643","32,822,629",71,"1,151,842,584","15,653,870","6,047,796","914,937,622","8,742,744,684","529,839,674",115,"168,415",126,195,"454,46",4,"212,305,894","141,079","2,388","12,373,665",,0
positions,positions,Ariana Grande,10/23/2020,USUM72019412,368,80,"1,432,830,108","139,215","53,934,095",74,"778,340,255","10,401,273","1,268,910","254,276,140","1,984,520,688","1,958,337,600",283,"599,336",639,43,"242,61",50,"90,015,866","39,92",,"3,299,253",,1
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79.9,"1,223,329,465","211,823","114,773,091",74,"214,359,669","1,467,163","308,286","25,459,624","413,908,070","1,857,452,555",256,"391,895",308,158,"4,728,637",51,"80,579,628","6,731",,"8,462,590",,0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402905,369,79.9,"302,177,116",34,"224,573",,,,,,,,6,,,1,239,15,"92,486,209","42,531",,,,0
Save Your Tears,After Hours,The Weeknd,3/20/2020,USUG12000658,371,79.9,"1,995,511,952","304,456","63,126,296",80,"365,257,705","2,699,016","415,05","137,726,738","1,154,403,769",327,285,"3,607",321,46,"105,227",27,"283,725,931","79,728","22,025,427","15,776,388",,1
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79.9,"1,321,878,145","189,487","51,228,803",78,"530,778,926","8,470,860","570,442","358,879,639","2,295,813,182","1,152,917,073",199,"82,181",275,51,"547,449",50,"9,900,535","29,358","15,220,155","4,647,622",,1
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,GBARL1600460,373,79.8,"1,746,790,923","204,049","117,171,040",79,"3,084,719,501","13,411,706","2,176,881","17,649,503","137,718,139","276,177,209",356,"119,588",81,173,"1,609,545",86,"595,393,905","143,591","1,056,564","13,444,054",,0
China,China,Anuel AA,7/19/2019,QM6P41952433,376,79.5,"1,178,076,574","137,559","58,323,638",68,"2,324,673,715","9,851,235","386,741","15,484,682","146,747,450","300,548,195",182,"36,105",20,75,"1,424,896",63,"97,138,846","31,755","2,130,789","5,865,011",,0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,USWD11366376,374,79.5,"759,374,819","64,239","27,371,339",69,"4,168,791,151","11,589,558","837,092","81,957,005","966,469,545","93,296,828",151,"5,863",,31,"159,525",45,"273,693,240","3,302,248",,"2,515,774",,0
Moonlight,?,XXXTENTACION,3/16/2018,USUG11800209,375,79.5,"1,885,431,727","241,112","41,330,643",77,"1,607,650,475","24,201,486","275,009","36,219,008","300,772,720","160,456,727",66,"16,859",2,41,"344,324",15,"138,948,996","311,466","80,552,486","3,644,968",,1
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/2024,USUM72404993,377,79.4,"250,080,413","2,711","4,839,848",,,,,,,,137,"19,724",,6,"44,739",19,,,,,,0
Smart,EASY,LE SSERAFIM,2/19/2024,USA2P2402103,379,79.3,"159,256,689","6,829","20,291,074",74,"130,698,280","1,872,592","170,2","234,770,546","2,059,824,051","495,137,217",13,915,16,3,"20,293",,"264,369",676,"556,351","234,077",,0
That's What I Like,24K Magic,Bruno Mars,11/17/2016,USAT21602948,378,79.3,"2,075,459,887","209,632","84,707,015",80,"2,696,139,998","17,077,084","604,526","100,008,149","704,916,578","408,244,698",142,"57,222",316,270,"391,125",44,"666,715,599","500,761",,,,0
Commando,Commando - Single,Mavokali,9/28/2022,QZTVM2210964,380,78.6,"21,667,023","9,105","1,266,295",,"48,246,851","435,329","7,444,200","251,304,348","5,361,829,317",,2,"1,544",,2,"33,249",,"5,089",,,"1,561,153",,0
The Business,The Business,Ti��,9/16/2020,CYA112000624,381,78.3,"1,191,635,193","255,697","78,272,032",70,"539,885,283","4,027,102","777,092","73,955,191","1,435,552,956","462,516,169",362,"277,419",484,216,"3,941,324",41,"108,360,279","53,852","140,47","9,642,311",,0
Ride It,Ride It,Regard,7/26/2019,GBCEN1900047,382,78.2,"1,349,427,877","220,002","106,549,747",76,"564,022,753","3,884,141","3,646,762","362,781,709","5,118,900,832","49,285,616",357,"386,774",894,273,"2,339,277",65,"182,505,519","51,884","19,580,257","16,283,609",,0
Mwaki,SURRENDER,Zerb,9/27/2023,NLRD52339318,383,77.9,"121,234,000","36,468","76,765,385",42,"78,160,610","806,269","118,6","20,204,903","395,342,206","303,381,336",48,"90,542",163,51,"19,833,933",34,"1,553,861",760,"1,832,441","4,890,793",,0
BICHOTA,BICHOTA,KAROL G,10/23/2020,USUM72019324,385,77.8,"868,091,483","86,379","31,261,057",64,"1,591,945,481","7,916,193","1,586,770","101,362,709","1,153,849,236","172,943,996",133,"36,028",239,38,"1,594,172",33,"70,065,986","48,232",,"1,740,278",,1
Renklensin,Renklensin - Single,Reynmen,4/19/2024,FRX282477628,384,77.8,"54,940,563","2,63","6,589,111",75,"77,507,185","547,375",,,,"11,444,478",9,"3,016",,5,"1,585,603",,,,,"197,952",,0
Bad idea,Missing,Kurochuu,6/9/2024,CA5KR2466578,387,77.6,"86,203,995",2,"2,19",1,,,,,,,,,,,,,,,,,,0
writhe,writhe,daine,2/21/2023,AUWA02201495,386,77.6,,163,"6,893",15,"915,870,602","2,980,959",12,"8,96","91,112","26,629,501",1,20,,1,"14,566",,81,,,,,0
The Hills,The Hills,The Weeknd,5/27/2015,USUG11500737,388,77.5,"2,306,740,926","333,31","91,689,799",80,"2,404,495,013","15,819,333","1,064,662","140,355,034","1,174,129,136","297,672,687",178,"9,129",131,67,"891,934",30,"665,990,282","568,806","22,542,449","17,199,384",,1
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330092,389,77.4,"1,673,557,134","15,863","14,237,841",72,,,"1,500,000","104,700,560","1,092,175,292",,57,"112,184",,5,"2,931",20,,,,,,0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401995,390,77.3,"77,212,437","4,083","13,850,203",84,"7,658,766","246,884",472,"301,528","1,423,956","934,654",52,238,2,12,"1,198,375",32,"226,853",318,"1,687,131","39,163",,0
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,6/6/2024,QZQAY2414774,391,77.2,,,,,,,,,,,,,,,,,,,,"1,772,770",,0
Te Felicito,Te Felicito,Shakira,4/21/2022,USQX92201764,392,77,"719,593,291","74,269","37,254,627",67,"719,244,041","4,424,400","826,261","159,735,614","2,594,106,000","455,293,047",98,"124,848",455,53,"3,243,848",69,"25,538,867","8,165",,"2,583,205",,0
Que Onda,Que Onda - Single,Calle 24,8/30/2023,USDXS2303230,393,76.9,"642,548,537","36,781","21,579,429",81,"227,994,801","335,112","205,583","41,258,724","499,670,882","92,125,885",34,"1,124",45,23,"8,060,357",34,"20,174,633","7,393",,,,1
Stumblin' In,Stumblin' In,CYRIL,11/10/2023,NLZ542301810,394,76.9,"180,784,576","22,208","150,873,146",83,"29,260,192","247,757","91,7","2,012,224","61,731,912","320,584,411",91,"111,796",,117,"31,191,745",55,"241,739",270,"1,595,230","4,657,449",,0
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,4/12/2024,USUYG1543926,395,76.8,"311,928,522","1,668","4,447,700",23,,,,,,,118,"60,47",,,,6,,,,,,0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,USSM12208809,396,76.6,"428,164,381","80,34","18,339,674",68,"138,760,138","1,465,825","61,144","40,889,470","419,346,148","99,649,191",69,"469,798",534,41,"1,075,897",42,"35,931,504","11,075",,"5,323,336",,1
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,USSD12100779,397,76.6,"1,021,480,638","119,558","50,631,491",78,"722,946,861","3,591,807","793,105","186,008,455","2,153,526,389","815,766,418",75,"55,181",92,42,"3,476,743",53,"61,269,232","6,584",,"2,591,948",,1
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,1/10/2024,UYB282401001,398,76.6,"224,033,701","20,266","25,455,662",,"138,348,246","2,036,793",,"1,407,028","22,394,778","1,429,170,590",23,"18,177",104,25,"12,600,216",39,"1,216,700",340,,"432,783",,0
Sugar,V (Deluxe),Maroon 5,8/29/2014,USUM71410340,399,76.6,"1,838,092,894","186,038","69,903,249",75,"4,151,880,976","16,983,201","234,084","29,492,228","406,531,709","1,795,021,430",197,"3,772",240,350,"1,067,956",54,"761,320,130","358,336",,"10,029,992",,1
I DON���T WANNA DO THIS A,King of the Dead,Juli��n Kh,3/18/2024,QZLL92480334,454,76.5,"564,444,844",5,20,,,,,,,,,,,,,,,,,,,1
Igual Que Un ��ngel (with Peso Pl,ORQU��,Kali Uchis,1/12/2024,USUM72315072,400,76.3,"263,568,994","17,285","38,697,311",,"113,081,188","1,249,785",,"1,411,800","11,612,300","1,344,542,728",46,"22,11",6,58,"16,438,835",57,"2,451,926","3,216","965,916","1,017,370",,0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,1/14/2023,INY092300003,402,76.2,"1,993,244",245,"79,264",28,"944,088,313","6,351,302",,,,"1,464,736",,368,,,,,,,,"28,908",,0
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,USSM11902498,404,76.2,"1,527,106,099","186,252","34,012,219",68,"11,512",171,"4,203,166","55,379,491","478,304,071",,263,"109,745",6,65,"1,653,659",14,"114,089,318","855,81","60,525,149","12,855,943",,0
Let Me Love You,Encore,DJ Snake,8/5/2016,QMZSY1600015,403,76.2,"2,147,028,486","205,482","89,333,146",80,"2,457,588,032","18,290,642","4,116,973","49,564,235","528,988,791","1,945,612,445",239,"192,774",208,163,"1,417,821",97,"418,986,672","113,233",,"15,320,597",,0
Envolver,Envolver - Single,Anitta,11/11/2021,USWL12100576,401,76.2,"635,241,142","77,669","44,546,385",65,"836,072,339","4,909,216","2,101,465","699,278,513","9,427,647,770","1,434,107,266",102,"86,127",402,72,"1,135,788",86,"19,183,846","6,406",,"2,534,489",,0
Oublie-moi,Oublie-moi,Emkal,9/16/2022,FRDDV2200780,405,76,"17,992,999","11,288","327,9",42,"58,383,075","502,081","7,146,060","118,925,740","2,858,109,417","34,801,360",1,"1,309",,1,"8,606",1,,,,"1,860,955",,1
Malohat,Malohat,Xamdam Sobirov,4/20/2024,RUA1D2459522,406,75.9,"75,486",13,"3,242",,"95,889,492","442,331",,,,,1,,,,,,,,,"129,586",,0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,USA2P2415975,407,75.7,"35,244,286","1,629","14,912,783",75,"70,452,629","1,873,655",,"18,636,812","90,497,430","5,822,984",15,632,,5,"176,79",40,"93,561",118,,"85,957",,0
NUEVA VIDA,G��N,Peso Pluma,6/22/2023,QM7282306253,408,75.6,"253,464,894","22,779","10,733,622",76,"191,499,043","634,671","1,755,500","61,572,969","708,437,568","534,279,807",6,115,,4,"1,599,559",10,"22,214,240","5,494",,"781,164",,1
you broke me first,you broke me first,Tate McRae,4/17/2020,USRC12000832,409,75.6,"1,439,465,700","169,076","47,204,234",77,"706,284,693","7,820,244","880,567","188,771,287","1,383,885,042","947,613,259",238,"395,572",776,65,"1,097,172",38,"175,068,272","92,428","20,648,981","5,808,069",,1
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,6/16/2017,USAT21701747,410,75.5,"458,957,128","89,812","13,215,590",61,"47,166,510","482,132","28,665,700","112,444,345","1,069,735,982","9,528,686",1,135,12,1,57,,,,,,,1
Beggin',Chosen,M��ne,12/8/2017,ITB001700846,413,75.4,"1,601,293,263","358,76","75,186,063",79,"424,132,504","4,191,200","7,717,647","1,765,938,944","18,153,723,096","1,718,450,782",271,"478,458",784,168,"2,960,260",55,"63,838,488","75,382",,"14,404,336",,0
Faint,Papercuts,Linkin Park,4/12/2024,USWB12401896,412,75.4,"670,009,914",3,81,,,,,,,,,,,,,,,,,"1,847,397",,0
Pretty - Sped Up,Pretty,MEYY,6/7/2023,FRD9M2300690,411,75.4,"1,867,282",498,"521,031",40,"485,422","12,137","4,300,000","99,212,673","1,267,424,672",,,1,,,,1,"3,897",21,,"15,462",,0
Haw�,Haw�,Maluma,7/29/2020,USSD12000190,415,75.3,"1,289,186,767","123,303","48,973,048",73,"1,464,055,196","7,754,280","729,784","9,309,533","131,926,571","371,508,169",201,"80,055",98,86,"5,370,315",99,"105,490,212","45,106",,"2,387,272",,0
LA FALDA,LA FALDA - Single,Myke Towers,11/22/2023,USWL12302952,416,75.3,"367,399,860","29,235","106,808,249",82,"104,584,293","726,526",,"1,146","14,8","1,109,634,551",57,"42,471",593,54,"6,789,731",30,"2,176,876","1,851","1,095,337","1,040,348",,1
act ii: date @ 8,act ii: date @ 8,4batz,12/7/2023,QZS7J2359132,414,75.3,"153,364,964","29,3","15,208,678",,"32,239,845","576,013",534,"88,331,091","749,015,170","34,306,328",33,"48,625",994,7,"935,612",1,"884,939","1,67",,"1,458,037",,1
Cradles,Cradles,Sub Urban,1/4/2019,GB2LD1800949,418,75.2,"737,097,685","155,765","20,317,539",68,"1,098,942,075","19,179,674","6,010,728","735,932,695","8,841,517,566","56,344,836",19,"23,497",,14,"41,677",7,"77,491,669","121,008","42,287,751","11,014,789",,0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,RUB421901499,417,75.2,"1,927,961,994","323,997","86,092,004",72,"320,969,468","3,572,454","399,114","47,716,560","525,749,281","319,370,580",387,"368,034",,285,"2,691,423",51,"273,518,696","155,662",,"28,977,015",,1
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,USRC12302900,419,75.1,"179,565,178","40,225","15,526,253",75,"41,976,731","479,163","273,4","36,593,416","451,763,725","514,925,755",54,"5,615",,25,"454,601",9,"3,470,078","3,794","4,120,249","2,788,317",,1
